ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Category
Musukotwani-18_finger-1,,Musukotwani,18_finger,munwe,munwe,m u nʷ e,,Sawka2019,,,^ m u nw e $,default,Body Part
Ila-18_finger-1,,Ila,18_finger,munwe,munwe,m u nʷ e,,Sawka2019,,,^ m u nw e $,default,Body Part
Lozi-18_finger-1,,Lozi,18_finger,mun'wana,mun'wana,m u nˀ w a n a,,Sawka2019,,,^ m u n' w a n a $,default,Body Part
Chewa-18_finger-1,,Chewa,18_finger,cala,cala,c/tʃ a l a,,Sawka2019,,,^ c a l a $,default,Body Part
Nkoya1-18_finger-1,,Nkoya1,18_finger,minwe,minwe,m i nʷ e,,Sawka2019,,,^ m i nw e $,default,Body Part
Nkoya2-18_finger-1,,Nkoya2,18_finger,munwe,munwe,m u nʷ e,,Sawka2019,,,^ m u nw e $,default,Body Part
Tonga-19_fingernail-1,,Tonga,19_fingernail,lwala,lwala,lʷ a l a,,Sawka2019,,,^ lw a l a $,default,Body Part
MukuniMarch-19_fingernail-1,,MukuniMarch,19_fingernail,igala,igala,i g a l a,,Sawka2019,,,^ i g a l a $,default,Body Part
Mukuni-19_fingernail-1,,Mukuni,19_fingernail,igala,igala,i g a l a,,Sawka2019,,,^ i g a l a $,default,Body Part
Sekute2013-19_fingernail-1,,Sekute2013,19_fingernail,ingala,ingala,i ⁿg a l a,,Sawka2019,,,^ i ng a l a $,default,Body Part
Sekute-19_fingernail-1,,Sekute,19_fingernail,igala,igala,i g a l a,,Sawka2019,,,^ i g a l a $,default,Body Part
Musukotwani-19_fingernail-1,,Musukotwani,19_fingernail,ingala,ingala,i ⁿg a l a,,Sawka2019,,,^ i ng a l a $,default,Body Part
Ila-19_fingernail-1,,Ila,19_fingernail,lwala,lwala,lʷ a l a,,Sawka2019,,,^ lw a l a $,default,Body Part
Lozi-19_fingernail-1,,Lozi,19_fingernail,linala,linala,l i n a l a,,Sawka2019,,,^ l i n a l a $,default,Body Part
Chewa-19_fingernail-1,,Chewa,19_fingernail,nzala,nzala,ⁿz a l a,,Sawka2019,,,^ nz a l a $,default,Body Part
Nkoya1-19_fingernail-1,,Nkoya1,19_fingernail,manyala,manyala,m a nʲ a l a,,Sawka2019,,,^ m a ny a l a $,default,Body Part
Nkoya2-19_fingernail-1,,Nkoya2,19_fingernail,manyala/jinyala,manyala,m a nʲ a l a,,Sawka2019,,,^ m a ny a l a $,default,Body Part
Nkoya2-19_fingernail-2,,Nkoya2,19_fingernail,manyala/jinyala,jinyala,j/dʒ i nʲ a l a,,Sawka2019,,,^ j i ny a l a $,default,Body Part
Tonga-20_foot-1,,Tonga,20_foot,cituta,cituta,c/tʃ i t u t a,,Sawka2019,,,^ c i t u t a $,default,Body Part
MukuniMarch-20_foot-1,,MukuniMarch,20_foot,cifumbu,cifumbu,c/tʃ i f u ⁿb u,,Sawka2019,,,^ c i f u mb u $,default,Body Part
Mukuni-20_foot-1,,Mukuni,20_foot,gulu,gulu,g u l u,,Sawka2019,,,^ g u l u $,default,Body Part
Sekute2013-20_foot-1,,Sekute2013,20_foot,itende,itende,i t e ⁿd e,,Sawka2019,,,^ i t e nd e $,default,Body Part
Sekute-20_foot-1,,Sekute,20_foot,gulu,gulu,g u l u,,Sawka2019,,,^ g u l u $,default,Body Part
Musukotwani-20_foot-1,,Musukotwani,20_foot,kulu,kulu,k u l u,,Sawka2019,,,^ k u l u $,default,Body Part
Ila-20_foot-1,,Ila,20_foot,cifwamba,cifwamba,c/tʃ i fʷ a ⁿb a,,Sawka2019,,,^ c i fw a mb a $,default,Body Part
Lozi-20_foot-1,,Lozi,20_foot,lihutu,lihutu,l i h u t u,,Sawka2019,,,^ l i h u t u $,default,Body Part
Chewa-20_foot-1,,Chewa,20_foot,phadzi,phadzi,pʰ a dz i,,Sawka2019,,,^ ph a dz i $,default,Body Part
Nkoya1-20_foot-1,,Nkoya1,20_foot,liulu,liulu,l i u l u,,Sawka2019,,,^ l i u l u $,default,Body Part
Nkoya2-20_foot-1,,Nkoya2,20_foot,jiulu,jiulu,j/dʒ i u l u,,Sawka2019,,,^ j i u l u $,default,Body Part
Tonga-21_hair-1,,Tonga,21_hair,Isusu,Isusu,I/i s u s u,,Sawka2019,,,^ Is u s u $,default,Body Part
MukuniMarch-21_hair-1,,MukuniMarch,21_hair,masusu,masusu,m a s u s u,,Sawka2019,,,^ m a s u s u $,default,Body Part
Mukuni-21_hair-1,,Mukuni,21_hair,masusu,masusu,m a s u s u,,Sawka2019,,,^ m a s u s u $,default,Body Part
Sekute2013-21_hair-1,,Sekute2013,21_hair,masusu,masusu,m a s u s u,,Sawka2019,,,^ m a s u s u $,default,Body Part
Sekute-21_hair-1,,Sekute,21_hair,masusu,masusu,m a s u s u,,Sawka2019,,,^ m a s u s u $,default,Body Part
Musukotwani-21_hair-1,,Musukotwani,21_hair,masusu,masusu,m a s u s u,,Sawka2019,,,^ m a s u s u $,default,Body Part
Ila-21_hair-1,,Ila,21_hair,Isusu,Isusu,I/i s u s u,,Sawka2019,,,^ Is u s u $,default,Body Part
Lozi-21_hair-1,,Lozi,21_hair,milili,milili,m i l i l i,,Sawka2019,,,^ m i l i l i $,default,Body Part
Chewa-21_hair-1,,Chewa,21_hair,tsisi,tsisi,ts i s i,,Sawka2019,,,^ ts i s i $,default,Body Part
Nkoya1-21_hair-1,,Nkoya1,21_hair,huki,huki,h u k i,,Sawka2019,,,^ h u k i $,default,Body Part
Nkoya2-21_hair-1,,Nkoya2,21_hair,huki,huki,h u k i,,Sawka2019,,,^ h u k i $,default,Body Part
Tonga-22_head-1,,Tonga,22_head,mutwe,mutwe,m u tʷ e,,Sawka2019,,,^ m u tw e $,default,Body Part
MukuniMarch-22_head-1,,MukuniMarch,22_head,mutwe,mutwe,m u tʷ e,,Sawka2019,,,^ m u tw e $,default,Body Part
Mukuni-22_head-1,,Mukuni,22_head,mutwe,mutwe,m u tʷ e,,Sawka2019,,,^ m u tw e $,default,Body Part
Sekute2013-22_head-1,,Sekute2013,22_head,mutwe,mutwe,m u tʷ e,,Sawka2019,,,^ m u tw e $,default,Body Part
Sekute-22_head-1,,Sekute,22_head,mutwe,mutwe,m u tʷ e,,Sawka2019,,,^ m u tw e $,default,Body Part
Musukotwani-22_head-1,,Musukotwani,22_head,mutwe,mutwe,m u tʷ e,,Sawka2019,,,^ m u tw e $,default,Body Part
Ila-22_head-1,,Ila,22_head,mutwi,mutwi,m u tʷ i,,Sawka2019,,,^ m u tw i $,default,Body Part
Lozi-22_head-1,,Lozi,22_head,toho,toho,t o h o,,Sawka2019,,,^ t o h o $,default,Body Part
Chewa-22_head-1,,Chewa,22_head,mutu,mutu,m u t u,,Sawka2019,,,^ m u t u $,default,Body Part
Nkoya1-22_head-1,,Nkoya1,22_head,mutwe,mutwe,m u tʷ e,,Sawka2019,,,^ m u tw e $,default,Body Part
Nkoya2-22_head-1,,Nkoya2,22_head,mutwe,mutwe,m u tʷ e,,Sawka2019,,,^ m u tw e $,default,Body Part
Tonga-23_heart-1,,Tonga,23_heart,moyo,moyo,m o y o,,Sawka2019,,,^ m o y o $,default,Body Part
MukuniMarch-23_heart-1,,MukuniMarch,23_heart,moyo,moyo,m o y o,,Sawka2019,,,^ m o y o $,default,Body Part
Mukuni-23_heart-1,,Mukuni,23_heart,moyo,moyo,m o y o,,Sawka2019,,,^ m o y o $,default,Body Part
Sekute2013-23_heart-1,,Sekute2013,23_heart,moyo,moyo,m o y o,,Sawka2019,,,^ m o y o $,default,Body Part
Sekute-23_heart-1,,Sekute,23_heart,moyo,moyo,m o y o,,Sawka2019,,,^ m o y o $,default,Body Part
Musukotwani-23_heart-1,,Musukotwani,23_heart,moyo,moyo,m o y o,,Sawka2019,,,^ m o y o $,default,Body Part
Ila-23_heart-1,,Ila,23_heart,monzo,monzo,m o ⁿz o,,Sawka2019,,,^ m o nz o $,default,Body Part
Lozi-23_heart-1,,Lozi,23_heart,pilu,pilu,p i l u,,Sawka2019,,,^ p i l u $,default,Body Part
Chewa-23_heart-1,,Chewa,23_heart,mtima,mtima,m t i m a,,Sawka2019,,,^ m t i m a $,default,Body Part
Nkoya1-23_heart-1,,Nkoya1,23_heart,mutima,mutima,m u t i m a,,Sawka2019,,,^ m u t i m a $,default,Body Part
Nkoya2-23_heart-1,,Nkoya2,23_heart,mutima,mutima,m u t i m a,,Sawka2019,,,^ m u t i m a $,default,Body Part
Tonga-24_jawbone-1,,Tonga,24_jawbone,mweebo,mweebo,mʷ eː b o,,Sawka2019,,,^ mw ee b o $,default,Body Part
MukuniMarch-24_jawbone-1,,MukuniMarch,24_jawbone,mweebo,mweebo,mʷ eː b o,,Sawka2019,,,^ mw ee b o $,default,Body Part
Mukuni-24_jawbone-1,,Mukuni,24_jawbone,mweebo,mweebo,mʷ eː b o,,Sawka2019,,,^ mw ee b o $,default,Body Part
Sekute2013-24_jawbone-1,,Sekute2013,24_jawbone,mweebo,mweebo,mʷ eː b o,,Sawka2019,,,^ mw ee b o $,default,Body Part
Sekute-24_jawbone-1,,Sekute,24_jawbone,mweebo,mweebo,mʷ eː b o,,Sawka2019,,,^ mw ee b o $,default,Body Part
Musukotwani-24_jawbone-1,,Musukotwani,24_jawbone,mweebo,mweebo,mʷ eː b o,,Sawka2019,,,^ mw ee b o $,default,Body Part
Ila-24_jawbone-1,,Ila,24_jawbone,mweezhi,mweezhi,mʷ eː zh/dʒ i,,Sawka2019,,,^ mw ee zh i $,default,Body Part
Lozi-24_jawbone-1,,Lozi,24_jawbone,mutahali,mutahali,m u t a h a l i,,Sawka2019,,,^ m u t a h a l i $,default,Body Part
Chewa-24_jawbone-1,,Chewa,24_jawbone,chigama,chigama,tʃʰ i g a m a,,Sawka2019,,,^ ch i g a m a $,default,Body Part
Nkoya1-24_jawbone-1,,Nkoya1,24_jawbone,maunji,maunji,m a u ⁿdʒ i,,Sawka2019,,,^ m a u nj i $,default,Body Part
Nkoya2-24_jawbone-1,,Nkoya2,24_jawbone,mumbango,mumbango,m u ⁿb a ⁿg o,,Sawka2019,,,^ m u mb a ng o $,default,Body Part
Tonga-25_knee-1,,Tonga,25_knee,Igondo,Igondo,I/i g o ⁿd o,,Sawka2019,,,^ I g o nd o $,default,Body Part
MukuniMarch-25_knee-1,,MukuniMarch,25_knee,izwi,izwi,i zʷ i,,Sawka2019,,,^ i zw i $,default,Body Part
Mukuni-25_knee-1,,Mukuni,25_knee,izwi,izwi,i zʷ i,,Sawka2019,,,^ i zw i $,default,Body Part
Sekute2013-25_knee-1,,Sekute2013,25_knee,izwi,izwi,i zʷ i,,Sawka2019,,,^ i zw i $,default,Body Part
Sekute-25_knee-1,,Sekute,25_knee,izwi,izwi,i zʷ i,,Sawka2019,,,^ i zw i $,default,Body Part
Musukotwani-25_knee-1,,Musukotwani,25_knee,izwi,izwi,i zʷ i,,Sawka2019,,,^ i zw i $,default,Body Part
Ila-25_knee-1,,Ila,25_knee,Inungo,Inungo,I/i n u ⁿg o,,Sawka2019,,,^ I n u ng o $,default,Body Part
Lozi-25_knee-1,,Lozi,25_knee,lin'gwele,lin'gwele,l i nˀ gʷ e l e,,Sawka2019,,,^ l i n' gw e l e $,default,Body Part
Chewa-25_knee-1,,Chewa,25_knee,nkhokola,nkhokola,ŋ k h o k o l a,,Sawka2019,,,^ nk h o k o l a $,default,Body Part
Nkoya1-25_knee-1,,Nkoya1,25_knee,nkhokola,nkhokola,ŋ k h o k o l a,,Sawka2019,,,^ nk h o k o l a $,default,Body Part
Nkoya2-25_knee-1,,Nkoya2,25_knee,nkhokola,nkhokola,ŋ k h o k o l a,,Sawka2019,,,^ nk h o k o l a $,default,Body Part
Tonga-26_leg-1,,Tonga,26_leg,mweendo,mweendo,mʷ eː ⁿd o,,Sawka2019,,,^ mw ee nd o $,default,Body Part
MukuniMarch-26_leg-1,,MukuniMarch,26_leg,kuulu,kuulu,k uː l u,,Sawka2019,,,^ k uu l u $,default,Body Part
Mukuni-26_leg-1,,Mukuni,26_leg,gulu,gulu,g u l u,,Sawka2019,,,^ g u l u $,default,Body Part
Sekute2013-26_leg-1,,Sekute2013,26_leg,kuulu,kuulu,k uː l u,,Sawka2019,,,^ k uu l u $,default,Body Part
Sekute-26_leg-1,,Sekute,26_leg,gulu,gulu,g u l u,,Sawka2019,,,^ g u l u $,default,Body Part
Musukotwani-26_leg-1,,Musukotwani,26_leg,kuulu,kuulu,k uː l u,,Sawka2019,,,^ k uu l u $,default,Body Part
Ila-26_leg-1,,Ila,26_leg,mweende,mweende,mʷ eː ⁿd e,,Sawka2019,,,^ mw ee nd e $,default,Body Part
Lozi-26_leg-1,,Lozi,26_leg,lihuto,lihuto,l i h u t o,,Sawka2019,,,^ l i h u t o $,default,Body Part
Chewa-26_leg-1,,Chewa,26_leg,mwendo,mwendo,mʷ e ⁿd o,,Sawka2019,,,^ mw e nd o $,default,Body Part
Nkoya1-26_leg-1,,Nkoya1,26_leg,liulu,liulu,l i u l u,,Sawka2019,,,^ l i u l u $,default,Body Part
Nkoya2-26_leg-1,,Nkoya2,26_leg,jiulu,jiulu,j/dʒ i u l u,,Sawka2019,,,^ j i u l u $,default,Body Part
Tonga-27_liver-1,,Tonga,27_liver,muni,muni,m u n i,,Sawka2019,,,^ m u n i $,default,Body Part
MukuniMarch-27_liver-1,,MukuniMarch,27_liver,muni,muni,m u n i,,Sawka2019,,,^ m u n i $,default,Body Part
Mukuni-27_liver-1,,Mukuni,27_liver,cibiti,cibiti,c/tʃ i b i t i,,Sawka2019,,,^ c i b i t i $,default,Body Part
Sekute2013-27_liver-1,,Sekute2013,27_liver,cibiti,cibiti,c/tʃ i b i t i,,Sawka2019,,,^ c i b i t i $,default,Body Part
Sekute-27_liver-1,,Sekute,27_liver,cibiti,cibiti,c/tʃ i b i t i,,Sawka2019,,,^ c i b i t i $,default,Body Part
Musukotwani-27_liver-1,,Musukotwani,27_liver,muni,muni,m u n i,,Sawka2019,,,^ m u n i $,default,Body Part
Ila-27_liver-1,,Ila,27_liver,muni,muni,m u n i,,Sawka2019,,,^ m u n i $,default,Body Part
Lozi-27_liver-1,,Lozi,27_liver,sibitu,sibitu,s i b i t u,,Sawka2019,,,^ s i b i t u $,default,Body Part
Chewa-27_liver-1,,Chewa,27_liver,ciu,ciu,c/tʃ i u,,Sawka2019,,,^ c i u $,default,Body Part
Nkoya1-27_liver-1,,Nkoya1,27_liver,lihuli,lihuli,l i h u l i,,Sawka2019,,,^ l i h u l i $,default,Body Part
Nkoya2-27_liver-1,,Nkoya2,27_liver,jitima,jitima,j/dʒ i t i m a,,Sawka2019,,,^ j i t i m a $,default,Body Part
Tonga-28_lung-1,,Tonga,28_lung,fufwe,fufwe,f u fʷ e,,Sawka2019,,,^ f u fw e $,default,Body Part
MukuniMarch-28_lung-1,,MukuniMarch,28_lung,mapunga,mapunga,m a p u ⁿg a,,Sawka2019,,,^ m a p u ng a $,default,Body Part
Mukuni-28_lung-1,,Mukuni,28_lung,mapunga,mapunga,m a p u ⁿg a,,Sawka2019,,,^ m a p u ng a $,default,Body Part
Sekute2013-28_lung-1,,Sekute2013,28_lung,mapunga,mapunga,m a p u ⁿg a,,Sawka2019,,,^ m a p u ng a $,default,Body Part
Sekute-28_lung-1,,Sekute,28_lung,mapunga,mapunga,m a p u ⁿg a,,Sawka2019,,,^ m a p u ng a $,default,Body Part
Musukotwani-28_lung-1,,Musukotwani,28_lung,mapunga,mapunga,m a p u ⁿg a,,Sawka2019,,,^ m a p u ng a $,default,Body Part
Ila-28_lung-1,,Ila,28_lung,Ifufwe,Ifufwe,I/i f u fʷ e,,Sawka2019,,,^ I f u fw e $,default,Body Part
Lozi-28_lung-1,,Lozi,28_lung,liswafu,liswafu,l i sʷ a f u,,Sawka2019,,,^ l i sw a f u $,default,Body Part
Chewa-28_lung-1,,Chewa,28_lung,pwapwa,pwapwa,pʷ a pʷ a,,Sawka2019,,,^ pw a pw a $,default,Body Part
Nkoya2-28_lung-1,,Nkoya2,28_lung,mafufu,mafufu,m a f u f u,,Sawka2019,,,^ m a f u f u $,default,Body Part
Tonga-29_mouth-1,,Tonga,29_mouth,molomo,molomo,m o l o m o,,Sawka2019,,,^ m o l o m o $,default,Body Part
MukuniMarch-29_mouth-1,,MukuniMarch,29_mouth,mulomo,mulomo,m u l o m o,,Sawka2019,,,^ m u l o m o $,default,Body Part
Mukuni-29_mouth-1,,Mukuni,29_mouth,mulomo,mulomo,m u l o m o,,Sawka2019,,,^ m u l o m o $,default,Body Part
Sekute2013-29_mouth-1,,Sekute2013,29_mouth,mulomo,mulomo,m u l o m o,,Sawka2019,,,^ m u l o m o $,default,Body Part
Sekute-29_mouth-1,,Sekute,29_mouth,mulomo,mulomo,m u l o m o,,Sawka2019,,,^ m u l o m o $,default,Body Part
Musukotwani-29_mouth-1,,Musukotwani,29_mouth,mulomo,mulomo,m u l o m o,,Sawka2019,,,^ m u l o m o $,default,Body Part
Ila-29_mouth-1,,Ila,29_mouth,mulomo,mulomo,m u l o m o,,Sawka2019,,,^ m u l o m o $,default,Body Part
Lozi-29_mouth-1,,Lozi,29_mouth,mulomo,mulomo,m u l o m o,,Sawka2019,,,^ m u l o m o $,default,Body Part
Chewa-29_mouth-1,,Chewa,29_mouth,kamwa,kamwa,k a mʷ a,,Sawka2019,,,^ k a mw a $,default,Body Part
Nkoya1-29_mouth-1,,Nkoya1,29_mouth,kanwa,kanwa,k a nʷ a,,Sawka2019,,,^ k a nw a $,default,Body Part
Nkoya2-29_mouth-1,,Nkoya2,29_mouth,kanwa,kanwa,k a nʷ a,,Sawka2019,,,^ k a nw a $,default,Body Part
Tonga-30_neck-1,,Tonga,30_neck,Insingo,Insingo,I/i n s i ⁿg o,,Sawka2019,,,^ I ns i ng o $,default,Body Part
MukuniMarch-30_neck-1,,MukuniMarch,30_neck,insingo,insingo,i n s i ⁿg o,,Sawka2019,,,^ i ns i ng o $,default,Body Part
Mukuni-30_neck-1,,Mukuni,30_neck,insingo,insingo,i n s i ⁿg o,,Sawka2019,,,^ i ns i ng o $,default,Body Part
Sekute2013-30_neck-1,,Sekute2013,30_neck,insingo,insingo,i n s i ⁿg o,,Sawka2019,,,^ i ns i ng o $,default,Body Part
Sekute-30_neck-1,,Sekute,30_neck,insingo,insingo,i n s i ⁿg o,,Sawka2019,,,^ i ns i ng o $,default,Body Part
Musukotwani-30_neck-1,,Musukotwani,30_neck,insingo,insingo,i n s i ⁿg o,,Sawka2019,,,^ i ns i ng o $,default,Body Part
Ila-30_neck-1,,Ila,30_neck,Inshingo,Inshingo,I/i ⁿʃ i ⁿg o,,Sawka2019,,,^ I nsh i ng o $,default,Body Part
Lozi-30_neck-1,,Lozi,30_neck,mulala,mulala,m u l a l a,,Sawka2019,,,^ m u l a l a $,default,Body Part
Chewa-30_neck-1,,Chewa,30_neck,khosi,khosi,kʰ o s i,,Sawka2019,,,^ kh o s i $,default,Body Part
Nkoya1-30_neck-1,,Nkoya1,30_neck,nchingo,nchingo,ⁿtʃʰ i ⁿg o,,Sawka2019,,,^ nch i ng o $,default,Body Part
Nkoya2-30_neck-1,,Nkoya2,30_neck,nchingo,nchingo,ⁿtʃʰ i ⁿg o,,Sawka2019,,,^ nch i ng o $,default,Body Part
Tonga-31_nose-1,,Tonga,31_nose,mpemo,mpemo,ⁿp e m o,,Sawka2019,,,^ mp e m o $,default,Body Part
MukuniMarch-31_nose-1,,MukuniMarch,31_nose,mpemo,mpemo,ⁿp e m o,,Sawka2019,,,^ mp e m o $,default,Body Part
Mukuni-31_nose-1,,Mukuni,31_nose,mpemo,mpemo,ⁿp e m o,,Sawka2019,,,^ mp e m o $,default,Body Part
Sekute2013-31_nose-1,,Sekute2013,31_nose,mpemo,mpemo,ⁿp e m o,,Sawka2019,,,^ mp e m o $,default,Body Part
Sekute-31_nose-1,,Sekute,31_nose,mpemo,mpemo,ⁿp e m o,,Sawka2019,,,^ mp e m o $,default,Body Part
Musukotwani-31_nose-1,,Musukotwani,31_nose,mpemo,mpemo,ⁿp e m o,,Sawka2019,,,^ mp e m o $,default,Body Part
Ila-31_nose-1,,Ila,31_nose,Inango,Inango,I/i n a ⁿg o,,Sawka2019,,,^ I n a ng o $,default,Body Part
Lozi-31_nose-1,,Lozi,31_nose,ngo,ngo,ⁿg o,,Sawka2019,,,^ ng o $,default,Body Part
Chewa-31_nose-1,,Chewa,31_nose,mphuno,mphuno,ⁿph u n o,,Sawka2019,,,^ mph u n o $,default,Body Part
Nkoya1-31_nose-1,,Nkoya1,31_nose,muzulu,muzulu,m u z u l u,,Sawka2019,,,^ m u z u l u $,default,Body Part
Nkoya2-31_nose-1,,Nkoya2,31_nose,Mudulu,Mudulu,M/m u d u l u,,Sawka2019,,,^ M u d u l u $,default,Body Part
Tonga-32_skin-1,,Tonga,32_skin,cikutu,cikutu,c/tʃ i k u t u,,Sawka2019,,,^ c i k u t u $,default,Body Part
MukuniMarch-32_skin-1,,MukuniMarch,32_skin,cikanda,cikanda,c/tʃ i k a ⁿd a,,Sawka2019,,,^ c i k a nd a $,default,Body Part
Mukuni-32_skin-1,,Mukuni,32_skin,cikanda,cikanda,c/tʃ i k a ⁿd a,,Sawka2019,,,^ c i k a nd a $,default,Body Part
Sekute2013-32_skin-1,,Sekute2013,32_skin,cikanda,cikanda,c/tʃ i k a ⁿd a,,Sawka2019,,,^ c i k a nd a $,default,Body Part
Sekute-32_skin-1,,Sekute,32_skin,cikanda,cikanda,c/tʃ i k a ⁿd a,,Sawka2019,,,^ c i k a nd a $,default,Body Part
Musukotwani-32_skin-1,,Musukotwani,32_skin,cikanda,cikanda,c/tʃ i k a ⁿd a,,Sawka2019,,,^ c i k a nd a $,default,Body Part
Ila-32_skin-1,,Ila,32_skin,Lukanda,Lukanda,L/l u k a ⁿd a,,Sawka2019,,,^ L u k a nd a $,default,Body Part
Lozi-32_skin-1,,Lozi,32_skin,litalo,litalo,l i t a l o,,Sawka2019,,,^ l i t a l o $,default,Body Part
Chewa-32_skin-1,,Chewa,32_skin,khungu,khungu,kʰ u ⁿg u,,Sawka2019,,,^ kh u ng u $,default,Body Part
Nkoya1-32_skin-1,,Nkoya1,32_skin,shikonde,shikonde,sh/ʃ i k o ⁿd e,,Sawka2019,,,^ sh i k o nd e $,default,Body Part
Nkoya2-32_skin-1,,Nkoya2,32_skin,nyama,nyama,nʲ a m a,,Sawka2019,,,^ ny a m a $,default,Body Part
Tonga-33_sore-1,,Tonga,33_sore,cicisa,cicisa,c/tʃ i c/tʃ i s a,,Sawka2019,,,^ c i c i s a $,default,Body Part
MukuniMarch-33_sore-1,,MukuniMarch,33_sore,cilonda,cilonda,c/tʃ i l o ⁿd a,,Sawka2019,,,^ c i l o nd a $,default,Body Part
Mukuni-33_sore-1,,Mukuni,33_sore,cilonda,cilonda,c/tʃ i l o ⁿd a,,Sawka2019,,,^ c i l o nd a $,default,Body Part
Sekute2013-33_sore-1,,Sekute2013,33_sore,cilonda,cilonda,c/tʃ i l o ⁿd a,,Sawka2019,,,^ c i l o nd a $,default,Body Part
Sekute-33_sore-1,,Sekute,33_sore,cilonda,cilonda,c/tʃ i l o ⁿd a,,Sawka2019,,,^ c i l o nd a $,default,Body Part
Musukotwani-33_sore-1,,Musukotwani,33_sore,cilonda,cilonda,c/tʃ i l o ⁿd a,,Sawka2019,,,^ c i l o nd a $,default,Body Part
Ila-33_sore-1,,Ila,33_sore,cilonda,cilonda,c/tʃ i l o ⁿd a,,Sawka2019,,,^ c i l o nd a $,default,Body Part
Lozi-33_sore-1,,Lozi,33_sore,sitombo,sitombo,s i t o ⁿb o,,Sawka2019,,,^ s i t o mb o $,default,Body Part
Chewa-33_sore-1,,Chewa,33_sore,chilonda,chilonda,tʃʰ i l o ⁿd a,,Sawka2019,,,^ ch i l o nd a $,default,Body Part
Nkoya1-33_sore-1,,Nkoya1,33_sore,shitombo,shitombo,sh/ʃ i t o ⁿb o,,Sawka2019,,,^ sh i t o mb o $,default,Body Part
Nkoya2-33_sore-1,,Nkoya2,33_sore,shitombo,shitombo,sh/ʃ i t o ⁿb o,,Sawka2019,,,^ sh i t o mb o $,default,Body Part
Tonga-34_tail-1,,Tonga,34_tail,mucila,mucila,m u c/tʃ i l a,,Sawka2019,,,^ m u c i l a $,default,Body Part
MukuniMarch-34_tail-1,,MukuniMarch,34_tail,mucila,mucila,m u c/tʃ i l a,,Sawka2019,,,^ m u c i l a $,default,Body Part
Mukuni-34_tail-1,,Mukuni,34_tail,mucila,mucila,m u c/tʃ i l a,,Sawka2019,,,^ m u c i l a $,default,Body Part
Sekute2013-34_tail-1,,Sekute2013,34_tail,mucila,mucila,m u c/tʃ i l a,,Sawka2019,,,^ m u c i l a $,default,Body Part
Sekute-34_tail-1,,Sekute,34_tail,mucila,mucila,m u c/tʃ i l a,,Sawka2019,,,^ m u c i l a $,default,Body Part
Musukotwani-34_tail-1,,Musukotwani,34_tail,mucila,mucila,m u c/tʃ i l a,,Sawka2019,,,^ m u c i l a $,default,Body Part
Ila-34_tail-1,,Ila,34_tail,mucila,mucila,m u c/tʃ i l a,,Sawka2019,,,^ m u c i l a $,default,Body Part
Lozi-34_tail-1,,Lozi,34_tail,muhata,muhata,m u h a t a,,Sawka2019,,,^ m u h a t a $,default,Body Part
Chewa-34_tail-1,,Chewa,34_tail,mchila,mchila,m tʃʰ i l a,,Sawka2019,,,^ m ch i l a $,default,Body Part
Nkoya1-34_tail-1,,Nkoya1,34_tail,mushila,mushila,m u sh/ʃ i l a,,Sawka2019,,,^ m u sh i l a $,default,Body Part
Nkoya2-34_tail-1,,Nkoya2,34_tail,mushila,mushila,m u sh/ʃ i l a,,Sawka2019,,,^ m u sh i l a $,default,Body Part
Tonga-35_tongue-1,,Tonga,35_tongue,mulaka,mulaka,m u l a k a,,Sawka2019,,,^ m u l a k a $,default,Body Part
MukuniMarch-35_tongue-1,,MukuniMarch,35_tongue,lulimi,lulimi,l u l i m i,,Sawka2019,,,^ l u l i m i $,default,Body Part
Mukuni-35_tongue-1,,Mukuni,35_tongue,lulimi,lulimi,l u l i m i,,Sawka2019,,,^ l u l i m i $,default,Body Part
Sekute2013-35_tongue-1,,Sekute2013,35_tongue,lulimi,lulimi,l u l i m i,,Sawka2019,,,^ l u l i m i $,default,Body Part
Sekute-35_tongue-1,,Sekute,35_tongue,lulimi,lulimi,l u l i m i,,Sawka2019,,,^ l u l i m i $,default,Body Part
Musukotwani-35_tongue-1,,Musukotwani,35_tongue,lulimi,lulimi,l u l i m i,,Sawka2019,,,^ l u l i m i $,default,Body Part
Ila-35_tongue-1,,Ila,35_tongue,mulaka,mulaka,m u l a k a,,Sawka2019,,,^ m u l a k a $,default,Body Part
Lozi-35_tongue-1,,Lozi,35_tongue,lulimi,lulimi,l u l i m i,,Sawka2019,,,^ l u l i m i $,default,Body Part
Chewa-35_tongue-1,,Chewa,35_tongue,lilime,lilime,l i l i m e,,Sawka2019,,,^ l i l i m e $,default,Body Part
Nkoya1-35_tongue-1,,Nkoya1,35_tongue,lulimi,lulimi,l u l i m i,,Sawka2019,,,^ l u l i m i $,default,Body Part
Nkoya2-35_tongue-1,,Nkoya2,35_tongue,lujimi,lujimi,l u j/dʒ i m i,,Sawka2019,,,^ l u j i m i $,default,Body Part
Tonga-36_tooth-1,,Tonga,36_tooth,linyo,linyo,l i nʲ o,,Sawka2019,,,^ l i ny o $,default,Body Part
MukuniMarch-36_tooth-1,,MukuniMarch,36_tooth,lino,lino,l i n o,,Sawka2019,,,^ l i n o $,default,Body Part
Mukuni-36_tooth-1,,Mukuni,36_tooth,lino,lino,l i n o,,Sawka2019,,,^ l i n o $,default,Body Part
